date,time,1,2,3,4,5,6,7,8,9,10,11,label
2020-12-08,6:41,0,0,0,0,0,0,0,0,0,0,2,0
2020-12-08,6:42,0,0,0,0,0,0,0,0,0,0,6,0
2020-12-08,6:44,0,0,0,0,0,0,0,0,33,0,0,1
2020-12-08,6:45,0,0,0,0,0,0,0,0,2,0,0,0
2020-12-08,6:46,0,0,0,0,0,0,0,10,11,0,0,0
2020-12-08,6:47,0,0,0,0,5,0,0,0,12,0,0,0
2020-12-08,6:48,0,0,0,0,0,0,0,0,10,0,0,0
2020-12-08,6:49,0,0,0,0,0,0,0,0,19,0,0,0
2020-12-08,6:50,0,0,0,0,0,0,0,0,16,0,0,0
2020-12-08,6:57,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,6:58,0,0,0,0,2,0,0,11,0,0,0,0
2020-12-08,6:59,0,0,0,0,0,0,0,12,0,0,0,0
2020-12-08,7:00,0,0,0,0,0,0,0,5,0,0,0,0
2020-12-08,7:04,0,0,0,0,35,0,0,0,0,0,0,1
2020-12-08,7:05,0,0,0,0,28,0,0,0,1,0,0,0
2020-12-08,7:06,0,0,0,0,26,0,0,4,6,0,0,0
2020-12-08,7:07,0,5,0,0,9,0,0,0,0,0,0,0
2020-12-08,7:08,0,3,0,0,0,0,0,0,0,0,0,0
2020-12-08,7:10,0,0,0,0,1,0,0,0,0,0,0,0
2020-12-08,7:11,0,0,0,0,2,0,0,1,0,0,0,0
2020-12-08,7:12,0,0,0,0,0,0,0,4,0,0,0,0
2020-12-08,7:14,0,0,0,0,0,0,0,9,0,0,0,0
2020-12-08,7:16,0,0,0,0,19,0,0,9,0,0,0,0
2020-12-08,7:17,0,5,0,0,3,0,0,2,0,0,0,0
2020-12-08,7:18,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-08,7:19,0,0,0,0,10,0,0,0,7,0,0,0
2020-12-08,7:20,0,0,0,0,0,0,0,2,36,0,0,1
2020-12-08,7:21,0,0,0,0,0,0,0,0,7,0,0,0
2020-12-08,7:22,0,0,0,0,0,0,0,0,19,0,0,0
2020-12-08,7:25,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-08,7:26,0,2,0,0,0,0,0,0,0,0,0,0
2020-12-08,7:29,0,0,0,0,1,0,0,3,5,0,0,0
2020-12-08,7:30,0,0,0,0,14,0,0,0,2,0,0,0
2020-12-08,7:31,0,0,0,0,15,0,0,0,8,0,0,0
2020-12-08,7:32,0,0,0,0,2,0,0,0,1,0,0,0
2020-12-08,7:33,0,0,0,0,19,0,0,0,1,0,0,0
2020-12-08,7:34,0,0,0,0,1,0,0,0,3,0,0,0
2020-12-08,7:35,0,0,0,0,5,0,0,0,25,0,0,0
2020-12-08,7:36,0,2,0,0,0,0,0,7,7,1,0,0
2020-12-08,7:37,2,0,0,0,0,0,0,0,28,0,0,0
2020-12-08,7:38,0,0,0,0,0,0,0,0,17,0,0,0
2020-12-08,7:39,3,0,0,0,0,0,0,0,11,0,0,0
2020-12-08,7:40,0,0,0,0,0,0,0,0,7,0,0,0
2020-12-08,7:48,0,0,0,0,0,0,0,0,2,0,0,0
2020-12-08,7:49,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-08,7:50,0,0,0,0,6,0,0,0,0,0,0,0
2020-12-08,7:51,0,1,0,0,1,0,0,3,0,0,0,0
2020-12-08,7:52,0,0,0,0,0,0,0,8,0,3,0,0
2020-12-08,7:53,0,0,0,0,0,0,0,7,0,0,0,0
2020-12-08,7:54,7,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,7:55,2,0,0,0,0,0,0,8,0,0,0,0
2020-12-08,7:56,0,0,0,0,0,0,0,6,0,0,0,0
2020-12-08,7:57,0,0,0,0,13,0,0,2,0,0,0,0
2020-12-08,7:58,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-08,7:59,0,0,0,0,0,0,0,7,0,0,0,0
2020-12-08,8:00,0,0,0,0,0,0,0,0,7,0,0,0
2020-12-08,8:02,0,0,0,0,0,0,0,5,0,0,0,0
2020-12-08,8:06,0,3,0,0,0,0,0,1,0,0,0,0
2020-12-08,8:08,0,0,0,0,0,0,0,8,14,0,0,0
2020-12-08,8:09,0,0,0,3,0,0,0,13,8,0,0,0
2020-12-08,8:11,0,0,0,0,0,0,0,0,4,0,0,0
2020-12-08,8:12,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-08,8:15,0,7,0,0,0,0,0,0,0,0,0,0
2020-12-08,8:16,0,6,0,0,0,0,0,0,0,0,0,0
2020-12-08,8:17,0,10,0,0,0,0,0,0,0,0,9,0
2020-12-08,8:20,0,1,0,0,0,0,0,0,0,0,6,0
2020-12-08,8:26,0,6,0,0,0,0,0,0,0,0,1,0
2020-12-08,8:28,0,10,0,0,8,0,0,4,0,0,4,0
2020-12-08,8:30,0,1,0,0,0,0,0,0,0,1,9,0
2020-12-08,8:32,0,0,0,0,0,0,0,0,0,9,1,0
2020-12-08,8:33,0,0,0,0,0,0,0,10,0,0,0,0
2020-12-08,8:43,0,0,0,0,0,0,0,12,0,0,0,0
2020-12-08,8:44,0,0,0,0,0,0,0,27,0,0,0,0
2020-12-08,8:47,0,0,0,0,0,0,0,8,0,0,0,0
2020-12-08,8:48,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-08,8:56,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-08,8:57,0,9,0,0,0,0,0,2,0,0,0,0
2020-12-08,8:58,0,1,0,0,0,0,0,7,0,0,0,0
2020-12-08,9:12,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,9:14,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-08,9:15,0,0,0,0,0,0,0,8,0,0,0,0
2020-12-08,9:16,0,0,0,0,0,0,0,0,0,7,0,0
2020-12-08,9:36,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,9:38,0,0,0,0,0,0,0,0,2,0,0,0
2020-12-08,9:40,0,0,0,0,0,0,0,0,4,0,0,0
2020-12-08,9:41,0,0,0,0,0,0,0,0,1,0,0,0
2020-12-08,9:46,0,0,0,0,0,0,0,7,0,0,0,0
2020-12-08,11:25,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,11:26,0,4,0,0,14,0,0,0,13,0,0,0
2020-12-08,11:27,0,0,0,0,0,0,0,0,3,4,0,0
2020-12-08,11:28,0,0,0,0,11,0,0,5,10,0,0,0
2020-12-08,11:29,0,0,0,0,10,0,0,1,18,0,0,0
2020-12-08,11:30,0,0,0,0,0,0,0,0,18,0,0,0
2020-12-08,11:31,0,0,0,0,0,0,0,0,32,0,0,1
2020-12-08,11:32,0,0,0,0,13,0,0,0,12,0,0,0
2020-12-08,11:33,0,0,0,0,4,0,0,0,17,0,0,0
2020-12-08,11:34,0,0,0,0,0,0,0,0,12,0,0,0
2020-12-08,11:40,0,0,0,0,2,0,0,0,0,0,0,0
2020-12-08,11:41,0,0,0,0,0,0,0,0,39,0,0,1
2020-12-08,11:42,0,0,0,0,7,0,0,0,12,0,0,0
2020-12-08,11:43,0,0,0,0,8,0,0,1,20,0,0,0
2020-12-08,11:44,0,0,10,0,0,0,0,0,12,0,0,0
2020-12-08,11:45,0,0,0,0,0,0,0,4,11,0,0,0
2020-12-08,11:46,0,0,0,0,0,0,0,0,1,0,0,0
2020-12-08,11:47,0,0,0,0,13,0,0,0,9,0,0,0
2020-12-08,11:48,0,0,0,0,1,0,0,2,9,0,0,0
2020-12-08,11:49,0,0,0,0,10,0,0,1,0,0,0,0
2020-12-08,11:52,0,0,0,0,0,0,0,9,0,0,0,0
2020-12-08,11:56,0,3,0,0,0,0,0,0,0,0,0,0
2020-12-08,11:57,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-08,11:58,0,4,0,0,0,0,0,0,0,0,1,0
2020-12-08,12:11,0,2,0,0,0,0,0,2,0,0,0,0
2020-12-08,12:17,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-08,12:18,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-08,12:19,0,0,0,0,0,0,0,5,0,0,0,0
2020-12-08,12:22,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-08,12:28,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,12:37,0,0,0,0,0,0,0,0,0,0,3,0
2020-12-08,12:51,0,2,0,0,0,0,0,0,0,0,0,0
2020-12-08,12:52,0,1,0,0,0,0,0,7,0,0,0,0
2020-12-08,12:53,0,0,0,0,0,0,0,7,0,0,0,0
2020-12-08,12:57,0,0,0,0,0,0,0,0,9,0,0,0
2020-12-08,12:58,0,0,0,0,10,0,0,0,0,0,0,0
2020-12-08,12:59,0,0,0,0,26,0,0,2,0,0,0,0
2020-12-08,13:00,0,0,0,0,0,0,0,0,10,0,0,0
2020-12-08,13:01,0,0,0,0,8,0,0,0,0,0,0,0
2020-12-08,13:02,0,0,0,0,5,0,0,0,0,0,0,0
2020-12-08,13:03,0,0,0,0,0,0,0,1,2,0,0,0
2020-12-08,13:10,0,0,0,0,2,0,0,0,0,0,0,0
2020-12-08,13:14,0,0,0,0,0,0,0,0,0,0,9,0
2020-12-08,13:15,0,0,0,0,0,0,0,0,4,0,0,0
2020-12-08,13:16,0,0,0,0,0,0,0,0,5,0,0,0
2020-12-08,13:17,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-08,13:18,0,1,0,0,0,0,0,1,0,0,0,0
2020-12-08,13:20,0,3,0,0,0,0,0,0,0,0,0,0
2020-12-08,13:25,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-08,13:55,0,2,0,0,2,0,0,0,0,0,0,0
2020-12-08,13:56,0,8,0,0,8,0,0,0,8,0,0,0
2020-12-08,15:04,0,0,0,0,31,0,0,0,0,0,0,1
2020-12-08,15:05,0,1,0,0,14,0,0,0,0,2,0,0
2020-12-08,15:07,0,0,0,0,12,0,0,8,0,0,0,0
2020-12-08,15:09,0,2,0,0,1,0,0,0,0,0,3,0
2020-12-08,15:10,0,6,0,0,9,0,0,0,0,0,0,0
2020-12-08,15:18,0,0,0,0,1,0,0,0,0,0,0,0
2020-12-08,15:19,0,0,0,0,9,0,0,0,0,0,0,0
