date,time,1,2,3,4,5,6,7,8,9,10,11,label
2020-12-15,0:37,0,0,0,1,0,0,0,0,0,0,0,2
2020-12-15,0:40,0,0,0,0,0,0,1,0,0,0,0,2
2020-12-15,1:10,0,0,1,0,0,0,0,0,0,0,0,2
2020-12-15,1:20,0,0,0,0,0,0,0,1,0,0,0,2
2020-12-15,1:22,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:23,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:24,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:25,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:26,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:27,0,0,0,0,3,0,0,0,0,0,0,2
2020-12-15,1:28,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:29,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,1:30,0,0,0,0,2,0,0,0,0,0,0,2
2020-12-15,7:06,0,0,0,0,0,0,0,19,9,0,0,0
2020-12-15,7:19,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-15,7:20,0,0,0,0,0,0,0,0,0,0,6,0
2020-12-15,7:21,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-15,7:23,0,0,0,0,0,0,0,4,0,0,0,0
2020-12-15,7:24,0,0,0,0,0,0,0,12,0,0,0,0
2020-12-15,7:26,0,0,0,0,12,0,0,0,8,0,0,0
2020-12-15,7:27,0,0,0,0,9,0,0,0,10,0,0,0
2020-12-15,7:28,0,0,0,0,2,0,0,0,8,0,0,0
2020-12-15,7:29,0,0,0,0,7,0,0,12,4,9,0,0
2020-12-15,7:30,0,0,0,0,7,0,0,0,17,0,0,0
2020-12-15,7:31,0,0,0,0,0,0,0,0,9,0,0,0
2020-12-15,8:00,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-15,8:01,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-15,8:13,0,0,0,0,0,0,0,0,0,1,0,0
2020-12-15,8:24,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-15,8:26,0,6,0,0,0,0,0,0,0,0,0,0
2020-12-15,8:29,0,0,0,0,6,0,0,0,0,0,0,0
2020-12-15,8:30,0,0,0,0,2,0,0,10,0,0,0,0
2020-12-15,8:31,0,0,0,0,0,0,0,10,0,0,0,0
2020-12-15,8:34,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-15,8:53,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-15,8:55,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-15,8:56,0,0,0,0,0,0,0,0,0,1,0,0
2020-12-15,8:57,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-15,9:01,0,0,0,0,0,0,0,0,9,0,0,0
2020-12-15,9:02,0,0,0,0,0,0,0,0,8,0,0,0
