date,time,1,2,3,4,5,6,7,8,9,10,11,label
2020-12-04,6:58,0,0,0,0,0,0,0,10,8,0,0,0
2020-12-04,6:59,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-04,7:00,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-04,7:01,0,0,16,0,0,0,0,0,0,0,0,0
2020-12-04,7:02,0,0,0,0,0,0,0,6,0,0,0,0
2020-12-04,7:03,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-04,7:04,0,0,0,10,0,0,0,0,0,0,0,0
2020-12-04,7:07,0,0,0,9,0,0,0,4,0,0,0,0
2020-12-04,7:08,1,0,0,1,0,0,0,0,0,0,0,0
2020-12-04,7:11,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-04,7:12,0,0,0,0,0,0,0,18,0,0,0,0
2020-12-04,7:13,0,0,3,0,0,0,0,0,2,0,0,0
2020-12-04,7:14,0,0,0,0,1,0,0,6,0,0,0,0
2020-12-04,7:19,0,0,0,0,0,0,0,0,0,0,6,0
2020-12-04,7:20,0,2,0,0,0,0,0,0,8,0,0,0
2020-12-04,7:25,0,0,0,0,0,0,0,0,3,0,0,0
2020-12-04,7:26,0,0,0,0,0,0,0,0,6,0,0,0
2020-12-04,7:31,0,0,0,0,0,0,0,0,9,0,0,0
2020-12-04,7:32,0,0,0,0,1,0,0,0,7,0,0,0
2020-12-04,7:33,0,0,0,0,11,0,0,0,12,0,0,0
2020-12-04,7:34,0,0,0,0,1,0,0,0,20,0,0,0
2020-12-04,7:35,0,0,0,0,14,0,0,0,23,0,0,0
2020-12-04,7:36,0,0,0,0,0,0,0,0,32,0,0,1
2020-12-04,7:37,0,0,0,0,0,0,0,0,37,0,1,1
2020-12-04,7:38,0,0,0,0,0,0,0,0,31,0,0,1
2020-12-04,7:39,0,0,0,0,0,0,0,0,26,0,0,0
2020-12-04,7:40,0,0,0,0,1,0,0,0,11,0,0,0
2020-12-04,7:41,0,0,0,0,0,0,0,0,3,0,0,0
2020-12-04,7:46,0,0,0,0,0,0,0,0,7,0,0,0
2020-12-04,7:47,0,0,0,0,0,0,0,0,4,0,0,0
2020-12-04,7:48,0,0,0,0,1,0,0,0,2,0,0,0
2020-12-04,7:49,0,0,0,0,1,0,0,0,6,0,0,0
2020-12-04,7:50,0,0,0,0,0,0,0,1,6,1,0,0
2020-12-04,7:53,0,0,3,0,0,0,0,0,0,0,0,0
2020-12-04,7:55,0,0,0,0,8,0,0,9,0,7,0,0
2020-12-04,7:56,0,0,0,0,7,0,0,0,0,8,0,0
2020-12-04,7:58,0,5,0,0,0,0,0,0,0,0,0,0
2020-12-04,7:59,0,0,0,0,0,0,0,0,0,0,4,0
2020-12-04,8:01,0,0,0,0,0,0,0,0,0,0,3,0
2020-12-04,8:02,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-04,8:03,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-04,8:06,0,0,0,0,0,0,0,6,0,0,0,0
2020-12-04,8:11,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-04,8:16,0,6,0,0,0,0,0,0,0,0,0,0
2020-12-04,8:36,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-04,8:57,0,0,0,0,1,0,0,0,0,0,0,0
2020-12-04,9:00,0,0,0,0,0,0,0,3,0,0,0,0
2020-12-04,9:04,0,0,6,0,0,0,0,0,0,0,2,0
2020-12-04,9:05,0,0,0,0,0,0,0,7,0,0,0,0
2020-12-04,9:09,0,4,0,0,0,0,0,0,0,0,4,0
2020-12-04,9:11,0,6,0,0,0,0,0,0,0,0,0,0
2020-12-04,9:13,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-04,9:18,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-04,9:25,0,0,0,0,1,0,0,1,0,0,0,0
2020-12-04,9:28,0,0,0,0,12,0,0,0,0,0,0,0
2020-12-04,9:29,0,0,0,0,14,0,0,0,0,0,0,0
2020-12-04,9:30,0,0,0,0,9,0,0,0,0,0,0,0
2020-12-04,9:32,0,0,0,0,0,0,0,0,18,0,0,0
2020-12-04,9:33,0,0,0,0,0,0,0,0,14,0,0,0
2020-12-04,9:35,0,0,0,0,12,0,0,0,8,0,0,0
2020-12-04,9:36,0,0,0,0,0,0,0,3,8,0,0,0
2020-12-04,9:41,0,0,0,0,2,0,0,0,4,0,0,0
