date,time,1,2,3,4,5,6,7,8,9,10,11,label
2020-12-01,6:57,0,0,0,0,0,0,0,0,7,0,0,0
2020-12-01,6:58,0,0,0,0,0,0,0,0,15,0,0,0
2020-12-01,6:59,0,0,0,0,0,0,0,0,4,0,0,0
2020-12-01,7:00,0,0,0,0,0,0,0,0,10,0,0,0
2020-12-01,7:01,0,0,0,0,0,0,0,0,21,0,0,0
2020-12-01,7:02,0,0,0,0,0,0,0,0,22,0,0,0
2020-12-01,7:08,0,0,0,0,0,0,0,0,0,4,0,0
2020-12-01,7:09,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-01,7:11,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,7:12,0,0,0,0,0,0,0,0,0,1,0,0
2020-12-01,7:13,0,0,0,0,18,0,0,0,0,0,0,0
2020-12-01,7:14,0,0,0,0,0,0,0,0,13,0,0,0
2020-12-01,7:15,0,1,0,0,11,0,0,0,1,0,0,0
2020-12-01,7:16,0,3,0,0,0,0,0,0,0,0,2,0
2020-12-01,7:18,0,0,0,0,0,0,0,9,0,0,0,0
2020-12-01,7:19,0,0,2,0,0,0,0,5,0,0,0,0
2020-12-01,7:20,0,0,18,0,0,0,0,8,1,0,0,0
2020-12-01,7:21,0,0,6,0,0,0,0,6,5,0,0,0
2020-12-01,7:22,0,0,6,0,3,0,0,4,0,0,0,0
2020-12-01,7:26,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-01,7:30,0,0,0,0,4,0,0,0,0,0,0,0
2020-12-01,7:31,0,0,0,0,12,0,0,0,2,0,0,0
2020-12-01,7:32,0,0,0,0,6,0,0,0,8,0,0,0
2020-12-01,7:33,0,0,0,0,0,0,0,0,30,0,0,1
2020-12-01,7:34,0,3,0,0,0,0,0,0,7,0,0,0
2020-12-01,7:35,2,0,0,0,0,0,0,0,1,9,0,0
2020-12-01,7:36,0,0,0,0,0,0,0,0,9,9,0,0
2020-12-01,7:37,0,0,0,0,2,0,0,0,26,0,0,0
2020-12-01,7:38,0,0,0,0,3,0,0,0,12,0,0,0
2020-12-01,7:39,0,0,0,0,0,0,0,0,7,2,0,0
2020-12-01,7:40,0,0,0,0,0,0,0,0,5,0,0,0
2020-12-01,7:41,0,0,0,0,0,0,0,0,9,0,0,0
2020-12-01,7:44,0,1,0,0,0,0,0,0,6,2,0,0
2020-12-01,7:45,0,0,0,0,0,0,0,0,2,0,0,0
2020-12-01,7:47,0,0,0,0,2,0,0,0,8,0,0,0
2020-12-01,7:48,0,0,0,0,0,0,0,0,15,0,0,0
