date,time,1,2,3,4,5,6,7,8,9,10,11,label
2020-11-12,7:01,0,0,0,0,0,0,0,0,17,0,0,0
2020-11-12,7:02,6,0,0,23,0,0,0,0,0,0,0,0
2020-11-12,7:03,5,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,7:04,0,0,0,0,0,0,0,0,14,0,0,0
2020-11-12,7:05,11,0,0,0,0,0,0,0,9,0,0,0
2020-11-12,7:06,10,8,0,0,0,0,0,0,0,0,0,0
2020-11-12,7:07,0,0,0,0,1,0,0,0,8,0,0,0
2020-11-12,7:08,0,0,0,0,0,0,0,0,6,0,0,0
2020-11-12,7:09,0,0,0,0,0,0,0,0,16,0,0,0
2020-11-12,7:10,0,0,0,0,9,0,0,0,0,0,0,0
2020-11-12,7:11,0,0,0,0,0,0,0,0,9,0,0,0
2020-11-12,7:12,0,0,0,0,0,19,0,0,0,0,0,0
2020-11-12,7:21,0,0,8,0,0,0,0,0,0,0,0,0
2020-11-12,7:24,0,0,0,0,9,0,0,1,0,0,0,0
2020-11-12,7:30,0,2,0,0,0,0,0,5,0,0,0,0
2020-11-12,7:31,0,0,0,0,4,11,0,8,0,0,0,0
2020-11-12,7:32,0,0,0,0,9,2,0,0,11,0,0,0
2020-11-12,7:33,0,0,0,0,7,9,0,4,9,0,0,0
2020-11-12,7:34,0,0,0,0,0,0,0,0,4,0,0,0
2020-11-12,7:44,0,0,0,0,0,2,0,0,1,0,0,0
2020-11-12,7:46,0,0,0,0,1,3,0,0,4,0,0,0
2020-11-12,7:47,0,0,0,0,0,0,0,0,5,0,0,0
2020-11-12,7:48,1,0,3,0,0,0,0,0,9,0,2,0
2020-11-12,7:49,0,0,0,0,23,0,0,0,18,0,0,0
2020-11-12,7:50,0,0,0,0,7,0,0,0,16,0,0,0
2020-11-12,7:51,0,0,0,0,0,0,0,18,0,0,0,0
2020-11-12,7:52,0,0,0,0,0,0,0,0,26,0,0,0
2020-11-12,7:53,3,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,7:54,0,0,0,0,0,0,0,2,1,0,0,0
